"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"
"2009-12-20T19:17:42"	"1261336662"	"Party In Your Bedroom"	"046a2946-00df-462f-9806-ae4c81ade862"	"Cash Cash"	"dda162b4-f871-4e89-b081-b7b3470782f0"	"Party In Your Bedroom"	"046a2946-00df-462f-9806-ae4c81ade862"	"Cash Cash"	"dda162b4-f871-4e89-b081-b7b3470782f0"
